Hostname,Catalog Num,Description,Serial Number,Qty,Internal designation,Building,Street,Town or area,County or postcode,Country,GPS coordinates,Pricing 1 Year (Mar 2011 - Feb 2012),Comments and Actions Tomas West,Eqpt Type,Removal Total Price,Additions Total Price,Pricing 3 Year (Mar 2013 - Feb 2014)
outreach-sw1.ardnet.net,WS-C3750G-12S-S,Catalyst 3750 12 SFP + IPB Image,FCZ1013Y0HS,1,UL Outreach Centre ,Limerick Enterprise Development Park ,Roxboro ,Limerick ,Co. Limerick ,Ireland ,"52.6477, -8.61605",€195.31,,,,,€195.31
rcsi-sw1.ardnet.net,WS-C3750G-12S-S,Catalyst 3750 12 SFP + IPB Image,FCZ1023Y0A4,1,Royal College of Surgeons in Ireland ,,123 St Stephen's Green ,Dublin 2 ,Co. Dublin ,Ireland ,"53.3389, -6.26158",€195.31,,,,,€195.31
ria-sw1.ardnet.net,WS-C3750G-12S-S,Catalyst 3750 12 SFP + IPB Image,FCZ1013Y0JW,1,Royal Irish Academy ,,19 Dawson Street ,Dublin 2 ,Co. Dublin ,Ireland ,"53.3407, -6.25841",€195.31,,,,,€195.31
rte-sw1.ardnet.net,WS-C3750G-12S-S,Catalyst 3750 12 SFP + IPB Image,CAT1036RJTT,1,UCD Campus ,UCD Computer Centre ,Belfield ,Dublin 4 ,Co. Dublin ,Ireland ,"53.307, -6.22234",€195.31,,,,,€195.31
sad-sw1.ardnet.net,WS-C3750G-12S-S,Catalyst 3750 12 SFP + IPB Image,FCZ1023Y0A9,1,School of Art and Design ,,Clare Street ,Limerick ,Co. Limerick ,Ireland ,"52.6653, -8.61287",€195.31,,,,,€195.31
sligo-it-sw1.ardnet.net,WS-C3750G-12S-S,Catalyst 3750 12 SFP + IPB Image,FCZ1023Y0A2,1,Institute of Technology Sligo ,,Ash Lane ,Sligo ,Co. Sligo ,Ireland ,"54.2763, -8.45899",€195.31,,,,,€195.31
spd-sw1.ardnet.net,WS-C3750G-12S-S,Catalyst 3750 12 SFP + IPB Image,FCZ1023Y0A7,1,St. Patrick's Drumcondra ,,Drumcondra ,Dublin 9 ,Co. Dublin ,Ireland ,"53.3716, -6.25514",€195.31,,,,,€195.31
svuh-sw1.ardnet.net,WS-C3750G-12S-S,Catalyst 3750 12 SFP + IPB Image,CAT0933Z37A,1,St Vincent's University Hospital ,,Elm Park ,Dublin 4 ,Co. Dublin ,Ireland ,"53.3167, -6.21292",€195.31,,,,,€195.31
tcd-ent-sw1.ardnet.net,WS-C3750G-12S-S,Catalyst 3750 12 SFP + IPB Image,FCZ1023Y023,1,TCD Enterprise Centre ,,Pearse Street ,Dublin 2 ,Co. Dublin ,Ireland ,"53.3419, -6.2402",€195.31,,,,,€195.31
tcd-sw1.ardnet.net,WS-C3750G-12S-S,Catalyst 3750 12 SFP + IPB Image,CAT0921R1T6,1,TCD PoP ,,College Green ,Dublin 2 ,Co. Dublin ,Ireland ,"53.3436, -6.25528",€195.31,,,,,€195.31
tony-ryan-sw1.ardnet.net,WS-C3750G-12S-S,Catalyst 3750 12 SFP + IPB Image,CAT0933Z376,1,Tony Ryan Academy ,,Citywest Business Park ,Saggart ,Co. Dublin ,Ireland ,"53.29, -6.42247",€195.31,,,,,€195.31
wit-sw1.ardnet.net,WS-C3750G-12S-S,Catalyst 3750 12 SFP + IPB Image,CAT1004Z01U,1,WIT Main Campus ,,Cork Road ,Waterford ,Co. Waterford ,Ireland ,"52.2411, -7.15823",€195.31,,,,,€195.31
oir-sw2.ardnet.net,WS-C3750G-12S-S,Catalyst 3750 12 SFP + IPB Image,CAT0952Z06Q,1,Office of the Houses of the Oireachtas,Leinster House,Kildare Street,Dublin 2,Co. Dublin,Ireland,"53.3406,-6.254",€195.31,Add to new contract 2013 to 2014,,,,€195.31
sligo-esbt-sw1.ardnet.net,WS-C3750G-12S-SD,Catalyst 3750 12 SFP DC powered + IPB Image,CAT1046RLJT,1,ESBT Sligo ,On RHS off R287 heading East from N4 ,Carrowroe roundabout south of Sligo town ,Sligo ,Co. Sligo ,Ireland ,"54.2419, -8.46789",€312.29,,,,,€312.29
sligo-esbt-sw2.ardnet.net,WS-C3750G-12S-SD,Catalyst 3750 12 SFP DC powered + IPB Image,CAT1046RLJ5,1,ESBT Sligo ,On RHS off R287 heading East from N4 ,Carrowroe roundabout south of Sligo town ,Sligo ,Co. Sligo ,Ireland ,"54.2419, -8.46789",€312.29,,,,,€312.29
ait-sw1.ardnet.net,WS-C3750G-16TD-S,Cisco 3750 Stack,CAT1108ZMM0,1,AIT Campus ,,Dublin Road ,Athlone ,Co. Westmeath ,Ireland ,"53.4247, -7.95238",€780.97,,,,,€780.97
bh-sw1.ardnet.net,WS-C3750G-16TD-S,Catalyst 3750 16 10/100/1000BT+ 10GbE (req XENPAK) Std Image,CSG0920P0AS,1,Blanchardstown | Servecentric ,Unit 9 ,Blanchardstown Corporate Park ,Dublin 15 ,Co. Dublin ,Ireland ,"53.4122, -6.36969",€780.97,,,,,€780.97
cork-sw1.ardnet.net,WS-C3750G-16TD-S,Catalyst 3750 16 10/100/1000BT+ 10GbE (req XENPAK) Std Image,CAT0950N2MF,1,UCC PoP ,,University College Cork ,Cork ,Co. Cork ,Ireland ,"51.8924, -8.49342",€780.97,,,,,€780.97
cwt-sw1.ardnet.net,WS-C3750G-16TD-S,Catalyst 3750 16 10/100/1000BT+ 10GbE (req XENPAK) Std Image,CAT0930R16Z,1,Citywest | ESAT-X ,"BT Application Hosting, Unit 4029 ","Kingswood Road, National Digital Park ",City West ,Co. Dublin ,Ireland ,"53.2914, -6.41475",€780.97,,,,,€780.97
cwt-sw1.ardnet.net,WS-C3750G-16TD-S,Catalyst 3750 16 10/100/1000BT+ 10GbE (req XENPAK) Std Image,CAT1045NG1C,1,Citywest | ESAT-X ,"BT Application Hosting, Unit 4029 ","Kingswood Road, National Digital Park ",City West ,Co. Dublin ,Ireland ,"53.2914, -6.41475",€780.97,,,,,€780.97
cwt-sw1.ardnet.net,WS-C3750G-16TD-S,Catalyst 3750 16 10/100/1000BT+ 10GbE (req XENPAK) Std Image,CAT0930Z0EQ,1,Citywest | ESAT-X ,"BT Application Hosting, Unit 4029 ","Kingswood Road, National Digital Park ",City West ,Co. Dublin ,Ireland ,"53.2914, -6.41475",€780.97,,,,,€780.97
gal-sw1.ardnet.net,WS-C3750G-16TD-S,Catalyst 3750 16 10/100/1000BT+ 10GbE (req XENPAK) Std Image,CAT0950N2ML,1,NUIG Campus ,,University Road ,Galway ,Co. Galway ,Ireland ,"53.2795, -9.06042",€780.97,,,,,€780.97
itc-sw1.ardnet.net,WS-C3750G-16TD-S,Catalyst 3750 16 10/100/1000BT+ 10GbE (req XENPAK) Std Image,CAT1108ZMMX,1,Institute of Technology Carlow ,,Kilkenny Road ,Carlow ,Co. Carlow ,Ireland ,"52.8287, -6.93673",€780.97,,,,,€780.97
itt-sw2.ardnet.net,WS-C3750G-16TD-S,Catalyst 3750 16 10/100/1000BT+ 10GbE (req XENPAK) Std Image,CAT1108ZMML,1,IT Tralee campus ,,Clash ,Tralee ,Co. Kerry ,Ireland ,"52.2696, -9.7001",€780.97,,,,,€780.97
wit-sw1.ardnet.net,WS-C3750G-16TD-S,Catalyst 3750 16 10/100/1000BT+ 10GbE (req XENPAK) Std Image,CAT0950N2MB,1,WIT College St ,,College St. ,Waterford ,Co. Waterford ,Ireland ,"52.255, -7.11339",€780.97,,,,,€780.97
lim-sw1.ardnet.net,WS-C3750G-16TD-S,,CAT1036NHX1,1,University of Limerick ,,Plassey Park Rd,Limerick ,Co. Limerick ,Ireland ,"52.6663, -8.63735",€195.31,Add to new contract 2013 to 2014,,,,€195.31
lim-sw1.ardnet.net,WS-C3750G-16TD-S,,CAT1036NHX1,1,University of Limerick ,,Plassey Park Rd,Limerick ,Co. Limerick ,Ireland ,"52.6663, -8.63735",€780.97,Add to new contract 2013 to 2014,,,,€780.97
pw-sw2.ardnet.net,WS-C3750G-16TD-S,Cisco 3750 Stack,CAT1101RH8N,1,Parkwest | Interxion ,"Unit 35, Park West Business Park ",Lavery Avenue ,Dublin 12 ,Co. Dublin ,Ireland ,"53.3331, -6.36929",€780.97,Add to new contract 2013 to 2014,,,,€780.97
testlab-sw2.ardnet.net,WS-C3750G-24T-E,Catalyst 3750 24 10/100/1000T + IPS Image,CAT0901K17R,1,HEAnet GD5 ,1st floor ,George's Dock 5 ,IFSC ,Dublin 1 ,Ireland ,"53.3496, -6.24659",€389.86,,,,,€389.86
001469c1a500,WS-C3750G-24TS-E,Catalyst 3750 24 10/100/1000 + 4 SFP + IPS Image; 1.5RU,CAT0921Z1ZM,1,Citywest | ESAT-X ,"BT Application Hosting, Unit 4029 ","Kingswood Road, National Digital Park ",City West ,Co. Dublin ,Ireland ,"53.2914, -6.41475",€429.27,,,,,€429.27
blanch-colo1.services.hea.net,WS-C3750G-24TS-E,Catalyst 3750 24 10/100/1000 + 4 SFP + IPS Image; 1.5RU,CAT0748R0JQ,1,Blanchardstown | Servecentric ,Unit 9 ,Blanchardstown Corporate Park ,Dublin 15 ,Co. Dublin ,Ireland ,"53.4122, -6.36969",€429.27,Change Site ID on Cisco contract,,,,€429.27
blanch-colo1.services.hea.net,WS-C3750G-24TS-E,Catalyst 3750 24 10/100/1000 + 4 SFP + IPS Image; 1.5RU,CAT0748R0JV,1,Blanchardstown | Servecentric ,Unit 9 ,Blanchardstown Corporate Park ,Dublin 15 ,Co. Dublin ,Ireland ,"53.4122, -6.36969",€429.27,,,,,€429.27
bl-sw1.net.edu.ie,WS-C3750G-24TS-E,Catalyst 3750 24 10/100/1000 + 4 SFP + IPS Image; 1.5RU,CAT0903X1XU,1,Blanchardstown | Servecentric,Unit 9,Blanchardstown Corporate Park,Dublin 15,Co. Dublin,Ireland,"53.4122, -6.36969",€429.27,,,,,€429.27
pw-sw3.net.edu.ie,WS-C3750G-24TS-E,Catalyst 3750 24 10/100/1000 + 4 SFP + IPS Image; 1.5RU,CAT0921Z1ZR,1,Parkwest | Interxion,"Unit 35, Park West Business Park",Lavery Avenue,Dublin 12,Co. Dublin,Ireland,"53.3331, -6.36929",€429.27,Update Cisco Contract after renewal,,,,€429.27
pw-sw3.net.edu.ie,WS-C3750G-24TS-E,Catalyst 3750 24 10/100/1000 + 4 SFP + IPS Image; 1.5RU,CAT0913X05N,1,Parkwest | Interxion,"Unit 35, Park West Business Park",Lavery Avenue,Dublin 12,Co. Dublin,Ireland,"53.3331, -6.36929",€429.27,Update Cisco Contract after renewal,,,,€429.27
cwt-sw1.ardnet.net,WS-C3750G-24TS-E1U,Catalyst 3750 24 10/100/1000 + 4 SFP + IPS Image; 1RU,FOC1010Z7YH,1,Citywest | ESAT-X ,"BT Application Hosting, Unit 4029 ","Kingswood Road, National Digital Park ",City West ,Co. Dublin ,Ireland ,"53.2914, -6.41475",€429.27,,,,,€429.27
itt-sw2.ardnet.net,WS-C3750G-24TS-S,Catalyst 3750 24 10/100/1000 + 4 SFP + IPB Image; 1.5RU,CAT0825X137,1,IT Tralee campus ,,Clash ,Tralee ,Co. Kerry ,Ireland ,"52.2696, -9.7001",€273.38,,,,,€273.38
cpe1-oir.hea.net,WS-C3750G-24TS-S1U,Catalyst 3750 24 10/100/1000 + 4 SFP + IPB Image; 1RU,FOC0938U38Z,1,O'Reilly Institute (DCU) ,,"DCU Campus, Glasnevin ",Dublin 9 ,Co. Dublin ,Ireland ,"53.3842, -6.25448",€273.38,,,,,€273.38
0012d9ca6500,WS-C3750G-24TS-S1U,Catalyst 3750 24 10/100/1000 + 4 SFP + IPB Image; 1RU,FOC0910U03T,1,Blanchardstown | Servecentric ,Unit 9 ,Blanchardstown Corporate Park ,Dublin 15 ,Co. Dublin ,Ireland ,"53.4122, -6.36969",€273.38,Change Site ID on Cisco contract,,,,€273.38
001aa1c1e980,WS-C3750G-24TS-S1U,Catalyst 3750 24 10/100/1000 + 4 SFP + IPB Image; 1RU,FOC1051Z4GN,1,Blanchardstown | Servecentric ,Unit 9 ,Blanchardstown Corporate Park ,Dublin 15 ,Co. Dublin ,Ireland ,"53.4122, -6.36969",€273.38,Change Site ID on Cisco contract,,,,€273.38
001b545b9600,WS-C3750G-24TS-S1U,Catalyst 3750 24 10/100/1000 + 4 SFP + IPB Image; 1RU,FOC1111Y3KF,1,Blanchardstown | Servecentric ,Unit 9 ,Blanchardstown Corporate Park ,Dublin 15 ,Co. Dublin ,Ireland ,"53.4122, -6.36969",€273.38,Change Site ID on Cisco contract,,,,€273.38
blanch-sr1.services.hea.net,WS-C6506-E,"Catalyst 6500 Enhanced 6-slot chassis,12RU,no PS,no Fan Tray",SAL1009F28Y,1,Blanchardstown | Servecentric ,Unit 9 ,Blanchardstown Corporate Park ,Dublin 15 ,Co. Dublin ,Ireland ,"53.4122, -6.36969","€2,562.99",,,,,"€2,562.99"
blanch-sr2.services.hea.net,WS-C6506-E,"Catalyst 6500 Enhanced 6-slot chassis,12RU,no PS,no Fan Tray",SAL1009F24M,1,Blanchardstown | Servecentric ,Unit 9 ,Blanchardstown Corporate Park ,Dublin 15 ,Co. Dublin ,Ireland ,"53.4122, -6.36969","€2,562.99",,,,,"€2,562.99"
pw-sr1,WS-C6506-E,"Catalyst 6500 Enhanced 6-slot chassis,12RU,no PS,no Fan Tray",SAL1428MJPL,1,Parkwest | Interxion ,"Unit 35, Park West Business Park ",Lavery Avenue ,Dublin 12 ,Co. Dublin ,Ireland ,"53.3331, -6.36929","€2,562.99",,,,,"€2,562.99"
pw-sr2,WS-C6506-E,"Catalyst 6500 Enhanced 6-slot chassis,12RU,no PS,no Fan Tray",SAL1428MJPS,1,Parkwest | Interxion ,"Unit 35, Park West Business Park ",Lavery Avenue ,Dublin 12 ,Co. Dublin ,Ireland ,"53.3331, -6.36929","€2,562.99",,,,,"€2,562.99"
WS-F6700-CFC,WS-F6700-CFC,Catalyst 6500 Central Fwd Card for WS-X67xx modules,SAL1304H83U,1,NUIG Campus ,,University Road ,Galway ,Co. Galway ,Ireland ,"53.2795, -9.06042",€0.00,,,,,€0.00
WS-F6700-CFC,WS-F6700-CFC,Catalyst 6500 Central Fwd Card for WS-X67xx modules,SAL11488N3C,1,NUIG Campus ,,University Road ,Galway ,Co. Galway ,Ireland ,"53.2795, -9.06042",€0.00,,,,,€0.00
WS-F6700-CFC,WS-F6700-CFC,Catalyst 6500 Central Fwd Card for WS-X67xx modules,SAL100199MG,1,WIT College St ,,College St. ,Waterford ,Co. Waterford ,Ireland ,"52.255, -7.11339",€0.00,,,,,€0.00
WS-F6700-CFC,WS-F6700-CFC,Catalyst 6500 Central Fwd Card for WS-X67xx modules,SAL100193VT,1,WIT College St ,,College St. ,Waterford ,Co. Waterford ,Ireland ,"52.255, -7.11339",€0.00,,,,,€0.00
WS-SUP720,WS-SUP720,Catalyst 6500/Cisco 7600 Supervisor 720 Fabric MSFC3 PFC3A,SAL1221REE7,1,NUIG Campus ,,University Road ,Galway ,Co. Galway ,Ireland ,"53.2795, -9.06042",€0.00,,,,,€0.00
WS-SUP720,WS-SUP720,Catalyst 6500/Cisco 7600 Supervisor 720 Fabric MSFC3 PFC3A,SAD082902CL,1,Blanchardstown | Servecentric ,Unit 9 ,Blanchardstown Corporate Park ,Dublin 15 ,Co. Dublin ,Ireland ,"53.4122, -6.36969",€0.00,,,,,€0.00
WS-SUP720,WS-SUP720,Catalyst 6500/Cisco 7600 Supervisor 720 Fabric MSFC3 PFC3A,SAD0848063E,1,Blanchardstown | Servecentric ,Unit 9 ,Blanchardstown Corporate Park ,Dublin 15 ,Co. Dublin ,Ireland ,"53.4122, -6.36969",€0.00,,,,,€0.00
WS-SUP720,WS-SUP720,Catalyst 6500/Cisco 7600 Supervisor 720 Fabric MSFC3 PFC3A,SAL1427LVNJ,1,Parkwest | Interxion ,"Unit 35, Park West Business Park ",Lavery Avenue ,Dublin 12 ,Co. Dublin ,Ireland ,"53.3331, -6.36929",€0.00,,,,,€0.00
WS-SUP720,WS-SUP720,Catalyst 6500/Cisco 7600 Supervisor 720 Fabric MSFC3 PFC3A,SAL1427LVM0,1,Parkwest | Interxion ,"Unit 35, Park West Business Park ",Lavery Avenue ,Dublin 12 ,Co. Dublin ,Ireland ,"53.3331, -6.36929",€0.00,,,,,€0.00
WS-SUP720-3BXL,WS-SUP720-3BXL,Catalyst 6500/Cisco 7600 Supervisor 720 Fabric MSFC3 PFC3BXL,SAL1221RGQV,1,NUIG Campus ,,University Road ,Galway ,Co. Galway ,Ireland ,"53.2795, -9.06042",€0.00,,,,,€0.00
ucd-pe1,WS-SUP720-3BXL,2 ports Supervisor Engine 720 Rev. 4.0,SAD08250HC7,1,UCD Campus ,UCD Computer Centre ,Belfield ,Dublin 4 ,Co. Dublin ,Ireland ,"53.307, -6.22234",€0.00,"Add to contract, need chassis details, no charge",,,€0.00,€0.00
ucd-pe1,WS-SUP720-3BXL,2 ports Supervisor Engine 720 Rev. 4.0,SAD083202Z1,1,UCD Campus ,UCD Computer Centre ,Belfield ,Dublin 4 ,Co. Dublin ,Ireland ,"53.307, -6.22234",€0.00,"Add to contract, need chassis details, no charge",,,€0.00,€0.00
WS-SUP720-3BXL,WS-SUP720-3BXL,Catalyst 6500/Cisco 7600 Supervisor 720 Fabric MSFC3 PFC3BXL,SAL09507HQ3,1,WIT College St ,,College St. ,Waterford ,Co. Waterford ,Ireland ,"52.255, -7.11339",€0.00,,,,,€0.00
WS-X6548-GE-TX,WS-X6548-GE-TX,Catalyst 6500 48-port fabric-enabled 10/100/1000 Module,SAL1426L8EP,1,Parkwest | Interxion ,"Unit 35, Park West Business Park ",Lavery Avenue ,Dublin 12 ,Co. Dublin ,Ireland ,"53.3331, -6.36929",€0.00,,,,,€0.00
WS-X6548-GE-TX,WS-X6548-GE-TX,Catalyst 6500 48-port fabric-enabled 10/100/1000 Module,SAL1431PTY3,1,Parkwest | Interxion ,"Unit 35, Park West Business Park ",Lavery Avenue ,Dublin 12 ,Co. Dublin ,Ireland ,"53.3331, -6.36929",€0.00,,,,,€0.00
WS-X6548-GE-TX,WS-X6548-GE-TX,Catalyst 6500 48-port fabric-enabled 10/100/1000 Module,SAL1426L8DY,1,Parkwest | Interxion ,"Unit 35, Park West Business Park ",Lavery Avenue ,Dublin 12 ,Co. Dublin ,Ireland ,"53.3331, -6.36929",€0.00,,,,,€0.00
WS-X6548-GE-TX,WS-X6548-GE-TX,Catalyst 6500 48-port fabric-enabled 10/100/1000 Module,SAL1431PTXR,1,Parkwest | Interxion ,"Unit 35, Park West Business Park ",Lavery Avenue ,Dublin 12 ,Co. Dublin ,Ireland ,"53.3331, -6.36929",€0.00,,,,,€0.00
,WS-X6704-10GE,,SAL1548WV04,1,NUIG Campus ,,University Road ,Galway ,Co. Galway ,Ireland ,"53.2795, -9.06042",€0.00,"Add to contract, need chassis details, no charge",,,€0.00,€0.00
WS-X6704-10GE,WS-X6704-10GE,Cat6500 4-port 10 Gigabit Ethernet Module (req. XENPAKs),SAL1305HQNE,1,NUIG Campus ,,University Road ,Galway ,Co. Galway ,Ireland ,"53.2795, -9.06042",€0.00,,,,,€0.00
WS-X6704-10GE,WS-X6704-10GE,Cat6500 4-port 10 Gigabit Ethernet Module (req. XENPAKs),SAL09528UUY,1,WIT College St ,,College St. ,Waterford ,Co. Waterford ,Ireland ,"52.255, -7.11339",€0.00,,,,,€0.00
,WS-X6704-10GE,,SAL1548WV2P,1,HEAnet GD5 ,1st floor ,George's Dock 5 ,IFSC ,Dublin 1 ,Ireland ,"53.3496, -6.24659",€0.00,"Add to contract, need chassis details, no charge",,,€0.00,€0.00
,WS-X6704-10GE,,SAL1548WUZX,1,HEAnet GD5 ,1st floor ,George's Dock 5 ,IFSC ,Dublin 1 ,Ireland ,"53.3496, -6.24659",€0.00,"Add to contract, need chassis details, no charge",,,€0.00,€0.00
WS-X6704-10GE,WS-X6704-10GE,Cat6500 4-port 10 Gigabit Ethernet Module (req. XENPAKs),SAL11370JSQ,1,Blanchardstown | Servecentric ,Unit 9 ,Blanchardstown Corporate Park ,Dublin 15 ,Co. Dublin ,Ireland ,"53.4122, -6.36969",€0.00,,,,,€0.00
WS-X6704-10GE,WS-X6704-10GE,Cat6500 4-port 10 Gigabit Ethernet Module (req. XENPAKs),SAL1139277N,1,Blanchardstown | Servecentric ,Unit 9 ,Blanchardstown Corporate Park ,Dublin 15 ,Co. Dublin ,Ireland ,"53.4122, -6.36969",€0.00,,,,,€0.00
WS-X6708-10GE,WS-X6708-10GE,Cat6500 8-port 10 Gigabit Ethernet Module (req. XENPAKs),SAL14512JK0,1,Blanchardstown | Servecentric ,Unit 9 ,Blanchardstown Corporate Park ,Dublin 15 ,Co. Dublin ,Ireland ,"53.4122, -6.36969",€0.00,"Add to contract, need chassis details, no charge",,,€0.00,€0.00
WS-X6708-10GE,WS-X6708-10GE,Cat6500 8-port 10 Gigabit Ethernet Module (req. XENPAKs),SAL14512JJZ,1,Blanchardstown | Servecentric ,Unit 9 ,Blanchardstown Corporate Park ,Dublin 15 ,Co. Dublin ,Ireland ,"53.4122, -6.36969",€0.00,"Add to contract, need chassis details, no charge",,,€0.00,€0.00
WS-X6708-10GE,WS-X6708-10GE,Cat6500 8 port 10 Gigabit Ethernet module (req. DFC and X2),SAL1427M83V,1,Parkwest | Interxion ,"Unit 35, Park West Business Park ",Lavery Avenue ,Dublin 12 ,Co. Dublin ,Ireland ,"53.3331, -6.36929",€0.00,,,,,€0.00
WS-X6708-10GE,WS-X6708-10GE,Cat6500 8 port 10 Gigabit Ethernet module (req. DFC and X2),SAL1427M6VV,1,Parkwest | Interxion ,"Unit 35, Park West Business Park ",Lavery Avenue ,Dublin 12 ,Co. Dublin ,Ireland ,"53.3331, -6.36929",€0.00,,,,,€0.00
WS-X6724-SFP,WS-X6724-SFP,Catalyst 6500 24-port GigE Mod: fabric-enabled (Req. SFPs),SAL11499168,1,NUIG Campus ,,University Road ,Galway ,Co. Galway ,Ireland ,"53.2795, -9.06042",€0.00,,,,,€0.00
ucd-pe1,WS-X6724-SFP,CEF720 24 port x 1Gig module,SAD08290FFX,1,UCD Campus ,UCD Computer Centre ,Belfield ,Dublin 4 ,Co. Dublin ,Ireland ,"53.307, -6.22234",€0.00,"Add to contract, need chassis details, no charge",,,€0.00,€0.00
WS-X6724-SFP,WS-X6724-SFP,Catalyst 6500 24-port GigE Mod: fabric-enabled (Req. SFPs),SAD095100MN,1,WIT College St ,,College St. ,Waterford ,Co. Waterford ,Ireland ,"52.255, -7.11339",€0.00,,,,,€0.00
WS-X6748-GE-TX,WS-X6748-GE-TX,"Cat6500 48-port 10/100/1000 GE Mod: fabric enabled, RJ-45",SAL084359B5,1,Blanchardstown | Servecentric ,Unit 9 ,Blanchardstown Corporate Park ,Dublin 15 ,Co. Dublin ,Ireland ,"53.4122, -6.36969",€0.00,,,,,€0.00
WS-X6748-GE-TX,WS-X6748-GE-TX,"Cat6500 48-port 10/100/1000 GE Mod: fabric enabled, RJ-45",SAL1007DBRY,1,Blanchardstown | Servecentric ,Unit 9 ,Blanchardstown Corporate Park ,Dublin 15 ,Co. Dublin ,Ireland ,"53.4122, -6.36969",€0.00,,,,,€0.00
WS-X6748-GE-TX,WS-X6748-GE-TX,"Cat6500 48-port 10/100/1000 GE Mod: fabric enabled, RJ-45",SAL114884XE,1,Blanchardstown | Servecentric ,Unit 9 ,Blanchardstown Corporate Park ,Dublin 15 ,Co. Dublin ,Ireland ,"53.4122, -6.36969",€0.00,,,,,€0.00
WS-X6748-GE-TX,WS-X6748-GE-TX,"Cat6500 48-port 10/100/1000 GE Mod: fabric enabled, RJ-45",SAL1007DBPS,1,Blanchardstown | Servecentric ,Unit 9 ,Blanchardstown Corporate Park ,Dublin 15 ,Co. Dublin ,Ireland ,"53.4122, -6.36969",€0.00,,,,,€0.00
WS-X6748-GE-TX,WS-X6748-GE-TX,"Cat6500 48-port 10/100/1000 GE Mod: fabric enabled, RJ-45",SAL085285EM,1,Blanchardstown | Servecentric ,Unit 9 ,Blanchardstown Corporate Park ,Dublin 15 ,Co. Dublin ,Ireland ,"53.4122, -6.36969",€0.00,,,,,€0.00
WS-X6748-GE-TX,WS-X6748-GE-TX,"Cat6500 48-port 10/100/1000 GE Mod: fabric enabled, RJ-45",SAL1220QTFN,1,Blanchardstown | Servecentric ,Unit 9 ,Blanchardstown Corporate Park ,Dublin 15 ,Co. Dublin ,Ireland ,"53.4122, -6.36969",€0.00,,,,,€0.00
XENPAK-10GB-CX4,XENPAK-10GB-CX4,Cisco 10GBASE-CX4 XENPAK Module,EMC09379242,1,WIT College St ,,College St. ,Waterford ,Co. Waterford ,Ireland ,"52.255, -7.11339",€0.00,,,,,€0.00
XENPAK-10GB-LR+,XENPAK-10GB-LR+,10GBASE-LR XENPAK Module with DOM support,FNS13410FL5,1,NUIG Campus ,,University Road ,Galway ,Co. Galway ,Ireland ,"53.2795, -9.06042",€0.00,,,,,€0.00
CLK-7600,,Plug In,NWG113500HF,1,NUIG Campus ,,University Road ,Galway ,Co. Galway ,Ireland ,"53.2795, -9.06042",€0.00,,,,,€0.00
Transceiver 1000BaseT Gi3/3,,Plug In,00000MTC134903ED,1,NUIG Campus ,,University Road ,Galway ,Co. Galway ,Ireland ,"53.2795, -9.06042",€0.00,,,,,€0.00
WS-F6K-PFC3BXL,,Plug In,SAL1221REK4,1,NUIG Campus ,,University Road ,Galway ,Co. Galway ,Ireland ,"53.2795, -9.06042",€0.00,,,,,€0.00
Transceiver 1000BaseSX Gi3/1,,Plug In,AGS09485512,1,WIT College St ,,College St. ,Waterford ,Co. Waterford ,Ireland ,"52.255, -7.11339",€0.00,,,,,€0.00
Transceiver 1000BaseSX Gi6/1,,Plug In,AGS09496D3P,1,WIT College St ,,College St. ,Waterford ,Co. Waterford ,Ireland ,"52.255, -7.11339",€0.00,,,,,€0.00
WS-F6K-PFC3BXL,,Plug In,SAL09496X8P,1,WIT College St ,,College St. ,Waterford ,Co. Waterford ,Ireland ,"52.255, -7.11339",€0.00,,,,,€0.00
C2801 Motherboard with 2 Fast Ethernet,,Plug In,242353020,1,Citywest | ESAT-X ,"BT Application Hosting, Unit 4029 ","Kingswood Road, National Digital Park ",City West ,Co. Dublin ,Ireland ,"53.2914, -6.41475",€0.00,,,,,€0.00
ASR1002-ESP-F,,Piggyback,JAE1353T85X,1,An Cheim ,,Fumbally Square ,Fumbally Lane ,Dublin 8 ,Ireland ,"53.337, -6.27382",€0.00,,,,,€0.00
ASR1002-RP1,,Piggyback,JAE1353T85K,1,An Cheim ,,Fumbally Square ,Fumbally Lane ,Dublin 8 ,Ireland ,"53.337, -6.27382",€0.00,,,,,€0.00
ASR1002-SIP10-F,,Piggyback,JAE1353T870,1,An Cheim ,,Fumbally Square ,Fumbally Lane ,Dublin 8 ,Ireland ,"53.337, -6.27382",€0.00,,,,,€0.00
C2801 Motherboard with 2 Fast Ethernet,,Plug In,-1562134213,1,College of Anaesthetists of Ireland ,,22 Merrion Square North ,Dublin 2 ,Co. Dublin ,Ireland ,"53.3402, -6.24804",€0.00,,,,,€0.00
C2801 Motherboard with 2 Fast Ethernet,,Plug In,-455707538,1,Coláiste Stiofáin Naofa ,,21 Lavitt's Quay ,Cork ,Co. Cork ,Ireland ,"51.8773, -8.48117",€0.00,,,,,€0.00
C2801 Motherboard with 2 Fast Ethernet,,Plug In,-1218513932,1,Economic and Social Research Institute ,,Whitaker Square ,Sir John Rogerson's Quay ,Dublin 2 ,Ireland ,"53.3449, -6.23491",€0.00,,,,,€0.00
C2801 Motherboard with 2 Fast Ethernet,,Plug In,-397140879,1,Georgia Tech Ireland ,Athlone Business and Technology Park ,Garrycastle ,Dublin Road ,Athlone ,Co. Westmeath ,"53.415, -7.90052",€0.00,,,,,€0.00
